platform,komentar,timestamp,sentimen,komentar_bersih
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-24T16:20:36,negatif,kalo profesi dijadiin konten
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-12T20:08:40,negatif,content is king eh dikorbanin murid
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-22T14:17:43,negatif,duh udah tau sistem susah ditelantarin
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-09T03:09:18,negatif,malumaluin banget sih guru gitu
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-22T19:08:21,negatif,fokus bu tiktok orang
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-22T18:27:13,negatif,guru viral murid gagal nice combo
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-23T16:28:05,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-24T19:26:50,negatif,guru sibuk seleb murid korban
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-09T04:42:22,negatif,gagal snbp gegara konten gokil sih
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-17T19:38:40,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-16T16:03:34,negatif,kalo profesi dijadiin konten
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-23T22:18:20,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-13T16:20:16,negatif,murid nyari guru nyari views
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-07T20:27:41,negatif,kalo profesi dijadiin konten
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-12T22:00:32,negatif,mentingin adsense amanah keren bener
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-10T00:30:47,negatif,content is king eh dikorbanin murid
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-11T05:16:34,negatif,kalo profesi dijadiin konten
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-18T05:07:46,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-05T08:24:35,negatif,astaga sekolah syuting nih
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-13T20:25:08,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-07T19:46:13,negatif,kalo ga komit ngajarin ya guru
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-13T10:07:38,negatif,mending resign aja deh kalo pilih ngonten
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-17T04:34:12,negatif,kalo profesi dijadiin konten
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-06T18:15:00,negatif,serius guru kirain selebgram full time
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-07T05:45:20,negatif,kalo profesi dijadiin konten
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-10T14:03:38,negatif,murid nyari guru nyari views
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-10T19:11:17,negatif,fokus bu tiktok orang
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-05T11:02:40,negatif,serius guru kirain selebgram full time
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-07T12:13:26,negatif,malumaluin banget sih guru gitu
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-07T10:06:08,negatif,kalo ga komit ngajarin ya guru
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-12T09:32:22,negatif,fokus bu tiktok orang
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-13T13:23:23,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-22T22:41:12,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-16T02:27:37,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-21T03:15:03,negatif,gagal snbp gegara konten gokil sih
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-21T15:54:50,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-20T03:46:53,negatif,content is king eh dikorbanin murid
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-07T00:44:36,negatif,serius guru kirain selebgram full time
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-06T02:48:28,negatif,edan murid segitu ga lulus
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-15T11:41:31,negatif,guru sibuk seleb murid korban
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-15T15:23:04,negatif,gagal snbp gegara konten gokil sih
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-14T10:02:09,negatif,serius guru kirain selebgram full time
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-11T03:04:09,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-17T16:12:36,negatif,guru viral murid gagal nice combo
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-16T22:21:21,negatif,edan murid segitu ga lulus
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-16T16:04:07,negatif,ancur dah sistem kalo guru kayak gin
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-07T14:30:10,negatif,serius guru kirain selebgram full time
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-06T23:48:51,negatif,fokus bu tiktok orang
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-22T15:43:19,negatif,ngonten lupa ngajarin anak orang
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-19T04:23:48,negatif,edan murid segitu ga lulus
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-09T17:18:43,negatif,fokus bu tiktok orang
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-22T23:40:39,negatif,mentingin adsense amanah keren bener
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-20T21:38:02,negatif,serius guru kirain selebgram full time
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-08T00:14:37,negatif,edan murid segitu ga lulus
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-22T23:33:41,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-18T05:20:26,negatif,astaga sekolah syuting nih
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-08T04:46:30,negatif,malumaluin banget sih guru gitu
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-07T06:41:13,negatif,astaga sekolah syuting nih
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-08T21:02:54,negatif,astaga sekolah syuting nih
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-24T07:25:42,negatif,serius guru kirain selebgram full time
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-11T11:49:49,negatif,fokus bu tiktok orang
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-20T15:28:08,negatif,gagal snbp gegara konten gokil sih
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-21T12:19:38,negatif,content is king eh dikorbanin murid
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-19T03:14:01,negatif,serius guru kirain selebgram full time
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-13T19:25:40,negatif,fokus bu tiktok orang
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-11T09:02:49,negatif,serius guru kirain selebgram full time
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-24T17:25:13,negatif,malumaluin banget sih guru gitu
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-11T22:58:36,negatif,astaga sekolah syuting nih
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-22T21:08:42,negatif,duh udah tau sistem susah ditelantarin
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-22T14:26:36,negatif,malumaluin banget sih guru gitu
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-23T14:34:21,negatif,edan murid segitu ga lulus
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-19T11:30:58,negatif,murid nyari guru nyari views
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-17T22:42:56,negatif,serius guru kirain selebgram full time
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-19T23:29:31,negatif,astaga sekolah syuting nih
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-13T10:00:25,negatif,guru ngejar like anak murid ngejar nilai
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-21T12:19:06,negatif,mentingin adsense amanah keren bener
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-21T00:21:56,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-06T18:53:56,negatif,astaga sekolah syuting nih
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-19T19:33:05,negatif,malumaluin banget sih guru gitu
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-19T18:37:51,negatif,fokus bu tiktok orang
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-14T11:16:16,negatif,fokus bu tiktok orang
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-12T22:32:40,negatif,astaga sekolah syuting nih
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-15T10:32:33,negatif,astaga sekolah syuting nih
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-24T00:43:55,negatif,astaga sekolah syuting nih
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-08T00:48:45,negatif,guru viral murid gagal nice combo
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-05T05:41:16,negatif,fokus bu tiktok orang
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-16T02:44:34,negatif,serius guru kirain selebgram full time
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-21T22:49:13,negatif,malumaluin banget sih guru gitu
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-19T01:40:24,negatif,guru sibuk seleb murid korban
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-14T04:12:14,negatif,malumaluin banget sih guru gitu
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-24T16:25:17,negatif,duh udah tau sistem susah ditelantarin
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-09T15:15:43,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-13T22:08:36,negatif,guru sibuk seleb murid korban
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-24T09:00:59,negatif,malumaluin banget sih guru gitu
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-07T12:22:58,negatif,mentingin adsense amanah keren bener
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-24T22:42:45,negatif,guru sibuk seleb murid korban
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-22T01:09:54,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-08T21:24:28,negatif,astaga sekolah syuting nih
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-14T20:01:56,negatif,ngonten lupa ngajarin anak orang
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-11T12:27:40,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-21T16:20:30,negatif,malumaluin banget sih guru gitu
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-15T07:25:39,negatif,fokus bu tiktok orang
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-23T02:20:50,negatif,ngonten lupa ngajarin anak orang
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-20T15:48:30,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-05T12:06:51,negatif,kalo ga komit ngajarin ya guru
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-05T18:00:21,negatif,murid nyari guru nyari views
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-13T07:20:13,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-24T09:04:54,negatif,edan murid segitu ga lulus
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-20T00:17:53,negatif,guru viral murid gagal nice combo
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-15T13:03:45,negatif,guru viral murid gagal nice combo
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-10T05:15:27,negatif,guru sibuk seleb murid korban
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-05T12:01:44,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-09T16:33:00,negatif,guru viral murid gagal nice combo
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-14T09:26:15,negatif,guru viral murid gagal nice combo
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-19T11:34:22,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-11T08:33:19,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-18T01:30:41,negatif,duh udah tau sistem susah ditelantarin
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-12T23:55:55,negatif,guru sibuk seleb murid korban
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-22T21:28:10,negatif,edan murid segitu ga lulus
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-23T21:53:15,negatif,mentingin adsense amanah keren bener
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-22T10:44:11,negatif,kalo ga komit ngajarin ya guru
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-12T09:03:49,negatif,fokus bu tiktok orang
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-05T01:16:21,negatif,gagal snbp gegara konten gokil sih
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-09T18:07:38,negatif,serius guru kirain selebgram full time
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-22T05:27:38,negatif,fokus bu tiktok orang
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-24T08:04:22,negatif,guru viral murid gagal nice combo
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-11T15:53:32,negatif,gagal snbp gegara konten gokil sih
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-16T19:08:35,negatif,edan murid segitu ga lulus
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-22T11:55:10,negatif,astaga sekolah syuting nih
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-16T07:42:34,negatif,astaga sekolah syuting nih
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-11T03:27:12,negatif,duh udah tau sistem susah ditelantarin
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-20T19:00:07,negatif,content is king eh dikorbanin murid
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-05T22:38:34,negatif,edan murid segitu ga lulus
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-11T16:49:11,negatif,serius guru kirain selebgram full time
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-07T19:52:40,negatif,duh udah tau sistem susah ditelantarin
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-22T13:52:23,negatif,guru sibuk seleb murid korban
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-19T18:20:48,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-20T16:41:58,negatif,guru viral murid gagal nice combo
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-15T05:37:15,negatif,content is king eh dikorbanin murid
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-22T21:35:46,negatif,gagal snbp gegara konten gokil sih
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-07T14:12:20,negatif,guru viral murid gagal nice combo
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-15T12:32:42,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-05T08:54:48,negatif,edan murid segitu ga lulus
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-22T16:01:01,negatif,edan murid segitu ga lulus
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-07T05:51:55,negatif,duh udah tau sistem susah ditelantarin
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-07T00:21:12,negatif,serius guru kirain selebgram full time
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-18T13:56:12,negatif,duh udah tau sistem susah ditelantarin
